date,store_id,nb_tickets
2026-04-05,S03,39
2026-04-06,S03,20
2026-04-07,S03,56
2026-04-08,S03,61
2026-04-09,S03,53
2026-04-10,S03,67
2026-04-11,S03,80
2026-04-12,S03,29
2026-04-13,S03,55
2026-04-14,S03,63
2026-04-15,S03,106
2026-04-16,S03,69
2026-04-17,S03,70
2026-04-18,S03,108
2026-04-19,S03,36
2026-04-20,S03,58
2026-04-21,S03,62
2026-04-22,S03,90
2026-04-23,S03,44
2026-04-24,S03,61
2026-04-25,S03,78
2026-04-26,S03,43
2026-04-27,S03,62
2026-04-28,S03,54
2026-04-29,S03,60
2026-04-30,S03,67
2026-05-01,S03,0
2026-05-02,S03,137
2026-05-03,S03,44
2026-05-04,S03,48
2026-05-05,S03,46
2026-05-06,S03,76
2026-05-07,S03,79
2026-05-08,S03,55
2026-05-09,S03,111
2026-05-10,S03,35
2026-05-11,S03,45
2026-05-12,S03,67
2026-05-13,S03,70
2026-05-14,S03,31
2026-05-15,S03,65
2026-05-16,S03,93
2026-05-17,S03,39
2026-05-18,S03,73
2026-05-19,S03,82
2026-05-20,S03,93
2026-05-21,S03,61
2026-05-22,S03,87
2026-05-23,S03,84
2026-05-24,S03,35
2026-05-25,S03,38
2026-05-26,S03,56
2026-05-27,S03,71
2026-05-28,S03,43
2026-05-29,S03,77
2026-05-30,S03,71
2026-05-31,S03,27
2026-06-01,S03,71
2026-06-02,S03,65
2026-06-03,S03,58
2026-06-04,S03,47
2026-06-05,S03,103
2026-06-06,S03,107
2026-06-07,S03,51
2026-06-08,S03,65
2026-06-09,S03,65
2026-06-10,S03,94
2026-06-11,S03,74
2026-06-12,S03,87
2026-06-13,S03,90
2026-06-14,S03,39
2026-06-15,S03,82
2026-06-16,S03,69
2026-06-17,S03,71
2026-06-18,S03,65
2026-06-19,S03,96
2026-06-20,S03,86
2026-06-21,S03,35
2026-06-22,S03,47
2026-06-23,S03,46
2026-06-24,S03,66
2026-06-25,S03,60
2026-06-26,S03,51
2026-06-27,S03,92
2026-06-28,S03,41
2026-06-29,S03,61
2026-06-30,S03,60
2021-07-01,S04,51
2021-07-02,S04,60
2021-07-03,S04,112
2021-07-04,S04,26
2021-07-05,S04,49
2021-07-06,S04,59
2021-07-07,S04,61
2021-07-08,S04,42
2021-07-09,S04,78
2021-07-10,S04,72
2021-07-11,S04,39
2021-07-12,S04,49
2021-07-13,S04,53
2021-07-14,S04,55
2021-07-15,S04,42
2021-07-16,S04,57
2021-07-17,S04,96
2021-07-18,S04,37
2021-07-19,S04,55
2021-07-20,S04,65
2021-07-21,S04,44
2021-07-22,S04,74
2021-07-23,S04,50
2021-07-24,S04,105
2021-07-25,S04,44
2021-07-26,S04,46
2021-07-27,S04,60
2021-07-28,S04,77
2021-07-29,S04,46
2021-07-30,S04,71
2021-07-31,S04,73
2021-08-01,S04,35
2021-08-02,S04,53
2021-08-03,S04,47
2021-08-04,S04,66
2021-08-05,S04,57
2021-08-06,S04,64
2021-08-07,S04,90
2021-08-08,S04,29
2021-08-09,S04,48
2021-08-10,S04,51
2021-08-11,S04,75
2021-08-12,S04,44
2021-08-13,S04,68
2021-08-14,S04,150
2021-08-15,S04,26
2021-08-16,S04,37
2021-08-17,S04,49
2021-08-18,S04,63
2021-08-19,S04,51
2021-08-20,S04,53
2021-08-21,S04,104
2021-08-22,S04,35
2021-08-23,S04,49
2021-08-24,S04,53
2021-08-25,S04,65
2021-08-26,S04,64
2021-08-27,S04,63
2021-08-28,S04,103
2021-08-29,S04,40
2021-08-30,S04,53
2021-08-31,S04,53
2021-09-01,S04,59
2021-09-02,S04,43
2021-09-03,S04,71
2021-09-04,S04,95
2021-09-05,S04,39
2021-09-06,S04,60
2021-09-07,S04,49
2021-09-08,S04,71
2021-09-09,S04,46
2021-09-10,S04,55
2021-09-11,S04,132
2021-09-12,S04,41
2021-09-13,S04,54
2021-09-14,S04,46
2021-09-15,S04,40
2021-09-16,S04,65
2021-09-17,S04,73
2021-09-18,S04,61
2021-09-19,S04,32
2021-09-20,S04,51
2021-09-21,S04,58
2021-09-22,S04,49
2021-09-23,S04,68
2021-09-24,S04,51
2021-09-25,S04,80
2021-09-26,S04,19
2021-09-27,S04,62
2021-09-28,S04,58
2021-09-29,S04,70
2021-09-30,S04,48
2021-10-01,S04,58
2021-10-02,S04,74
2021-10-03,S04,30
2021-10-04,S04,46
2021-10-05,S04,56
2021-10-06,S04,47
2021-10-07,S04,50
2021-10-08,S04,67
2021-10-09,S04,96
2021-10-10,S04,38
2021-10-11,S04,46
2021-10-12,S04,54
2021-10-13,S04,80
2021-10-14,S04,52
2021-10-15,S04,87
2021-10-16,S04,110
2021-10-17,S04,33
2021-10-18,S04,63
2021-10-19,S04,52
2021-10-20,S04,75
2021-10-21,S04,55
2021-10-22,S04,64
2021-10-23,S04,91
2021-10-24,S04,38
2021-10-25,S04,44
2021-10-26,S04,68
2021-10-27,S04,75
2021-10-28,S04,40
2021-10-29,S04,73
2021-10-30,S04,83
2021-10-31,S04,40
2021-11-01,S04,28
2021-11-02,S04,64
2021-11-03,S04,59
2021-11-04,S04,41
2021-11-05,S04,59
2021-11-06,S04,85
2021-11-07,S04,32
2021-11-08,S04,32
2021-11-09,S04,62
2021-11-10,S04,66
2021-11-11,S04,31
2021-11-12,S04,79
2021-11-13,S04,72
2021-11-14,S04,30
2021-11-15,S04,43
2021-11-16,S04,45
2021-11-17,S04,68
2021-11-18,S04,60
2021-11-19,S04,65
2021-11-20,S04,70
2021-11-21,S04,29
2021-11-22,S04,70
2021-11-23,S04,61
2021-11-24,S04,61
2021-11-25,S04,80
2021-11-26,S04,58
2021-11-27,S04,103
2021-11-28,S04,33
2021-11-29,S04,44
2021-11-30,S04,52
2021-12-01,S04,77
2021-12-02,S04,74
2021-12-03,S04,80
2021-12-04,S04,87
2021-12-05,S04,30
2021-12-06,S04,55
2021-12-07,S04,63
2021-12-08,S04,74
2021-12-09,S04,58
2021-12-10,S04,51
2021-12-11,S04,116
2021-12-12,S04,26
2021-12-13,S04,87
2021-12-14,S04,62
2021-12-15,S04,78
2021-12-16,S04,61
2021-12-17,S04,72
2021-12-18,S04,156
2021-12-19,S04,43
2021-12-20,S04,54
2021-12-21,S04,56
2021-12-22,S04,75
2021-12-23,S04,59
2021-12-24,S04,104
2021-12-25,S04,0
2021-12-26,S04,33
2021-12-27,S04,38
2021-12-28,S04,39
2021-12-29,S04,36
2021-12-30,S04,45
2021-12-31,S04,70
2022-01-01,S04,0
2022-01-02,S04,30
2022-01-03,S04,70
2022-01-04,S04,46
2022-01-05,S04,77
2022-01-06,S04,47
2022-01-07,S04,62
2022-01-08,S04,75
2022-01-09,S04,26
2022-01-10,S04,51
2022-01-11,S04,61
2022-01-12,S04,42
2022-01-13,S04,51
2022-01-14,S04,73
2022-01-15,S04,72
2022-01-16,S04,38
2022-01-17,S04,57
2022-01-18,S04,54
2022-01-19,S04,42
2022-01-20,S04,54
2022-01-21,S04,73
2022-01-22,S04,92
2022-01-23,S04,26
2022-01-24,S04,35
2022-01-25,S04,75
2022-01-26,S04,66
2022-01-27,S04,47
2022-01-28,S04,72
2022-01-29,S04,93
2022-01-30,S04,31
2022-01-31,S04,51
2022-02-01,S04,46
2022-02-02,S04,90
2022-02-03,S04,53
2022-02-04,S04,59
2022-02-05,S04,76
2022-02-06,S04,25
2022-02-07,S04,49
2022-02-08,S04,52
2022-02-09,S04,51
2022-02-10,S04,61
2022-02-11,S04,75
2022-02-12,S04,76
2022-02-13,S04,26
2022-02-14,S04,45
2022-02-15,S04,63
2022-02-16,S04,75
2022-02-17,S04,45
2022-02-18,S04,69
2022-02-19,S04,95
2022-02-20,S04,23
2022-02-21,S04,42
2022-02-22,S04,57
2022-02-23,S04,65
2022-02-24,S04,59
2022-02-25,S04,57
2022-02-26,S04,71
2022-02-27,S04,28
2022-02-28,S04,51
2022-03-01,S04,56
2022-03-02,S04,64
2022-03-03,S04,75
2022-03-04,S04,67
2022-03-05,S04,84
2022-03-06,S04,30
2022-03-07,S04,57
2022-03-08,S04,46
2022-03-09,S04,57
2022-03-10,S04,62
2022-03-11,S04,60
2022-03-12,S04,90
2022-03-13,S04,22
2022-03-14,S04,44
2022-03-15,S04,69
2022-03-16,S04,78
2022-03-17,S04,99
2022-03-18,S04,62
2022-03-19,S04,102
2022-03-20,S04,39
2022-03-21,S04,83
2022-03-22,S04,39
2022-03-23,S04,73
2022-03-24,S04,58
2022-03-25,S04,75
2022-03-26,S04,88
2022-03-27,S04,29
2022-03-28,S04,44
2022-03-29,S04,76
2022-03-30,S04,58
2022-03-31,S04,55
2022-04-01,S04,66
2022-04-02,S04,103
2022-04-03,S04,25
2022-04-04,S04,49
2022-04-05,S04,44
2022-04-06,S04,66
2022-04-07,S04,72
2022-04-08,S04,51
2022-04-09,S04,73
2022-04-10,S04,36
2022-04-11,S04,65
2022-04-12,S04,47
2022-04-13,S04,65
2022-04-14,S04,54
2022-04-15,S04,62
2022-04-16,S04,100
2022-04-17,S04,35
2022-04-18,S04,31
2022-04-19,S04,59
2022-04-20,S04,59
2022-04-21,S04,51
2022-04-22,S04,80
2022-04-23,S04,74
2022-04-24,S04,29
2022-04-25,S04,33
2022-04-26,S04,58
2022-04-27,S04,71
2022-04-28,S04,54
2022-04-29,S04,75
2022-04-30,S04,101
2022-05-01,S04,0
2022-05-02,S04,77
2022-05-03,S04,65
2022-05-04,S04,65
2022-05-05,S04,60
2022-05-06,S04,83
2022-05-07,S04,87
2022-05-08,S04,25
2022-05-09,S04,59
2022-05-10,S04,70
2022-05-11,S04,73
2022-05-12,S04,56
2022-05-13,S04,67
2022-05-14,S04,67
2022-05-15,S04,25
2022-05-16,S04,42
2022-05-17,S04,42
2022-05-18,S04,54
2022-05-19,S04,43
2022-05-20,S04,57
2022-05-21,S04,96
2022-05-22,S04,34
2022-05-23,S04,55
2022-05-24,S04,78
2022-05-25,S04,98
2022-05-26,S04,35
2022-05-27,S04,64
2022-05-28,S04,83
2022-05-29,S04,39
2022-05-30,S04,49
2022-05-31,S04,76
2022-06-01,S04,100
2022-06-02,S04,60
2022-06-03,S04,45
2022-06-04,S04,67
2022-06-05,S04,48
2022-06-06,S04,35
2022-06-07,S04,52
2022-06-08,S04,55
2022-06-09,S04,52
2022-06-10,S04,71
2022-06-11,S04,94
2022-06-12,S04,26
2022-06-13,S04,78
2022-06-14,S04,45
2022-06-15,S04,73
2022-06-16,S04,55
2022-06-17,S04,59
2022-06-18,S04,80
2022-06-19,S04,40
2022-06-20,S04,71
2022-06-21,S04,47
2022-06-22,S04,53
2022-06-23,S04,52
2022-06-24,S04,50
2022-06-25,S04,98
2022-06-26,S04,42
2022-06-27,S04,42
2022-06-28,S04,43
2022-06-29,S04,62
2022-06-30,S04,41
2022-07-01,S04,75
2022-07-02,S04,92
2022-07-03,S04,27
2022-07-04,S04,60
2022-07-05,S04,72
2022-07-06,S04,49
2022-07-07,S04,54
2022-07-08,S04,64
2022-07-09,S04,111
2022-07-10,S04,31
2022-07-11,S04,57
2022-07-12,S04,51
2022-07-13,S04,68
2022-07-14,S04,27
2022-07-15,S04,56
2022-07-16,S04,96
2022-07-17,S04,39
2022-07-18,S04,60
2022-07-19,S04,49
2022-07-20,S04,90
2022-07-21,S04,54
2022-07-22,S04,48
2022-07-23,S04,116
2022-07-24,S04,25
2022-07-25,S04,44
2022-07-26,S04,55
2022-07-27,S04,69
2022-07-28,S04,67
2022-07-29,S04,79
2022-07-30,S04,116
2022-07-31,S04,33
2022-08-01,S04,68
2022-08-02,S04,51
2022-08-03,S04,59
2022-08-04,S04,50
2022-08-05,S04,58
2022-08-06,S04,78
2022-08-07,S04,25
2022-08-08,S04,63
2022-08-09,S04,52
2022-08-10,S04,65
2022-08-11,S04,52
2022-08-12,S04,86
2022-08-13,S04,76
2022-08-14,S04,57
2022-08-15,S04,46
2022-08-16,S04,51
2022-08-17,S04,63
2022-08-18,S04,63
2022-08-19,S04,58
2022-08-20,S04,82
2022-08-21,S04,31
2022-08-22,S04,59
2022-08-23,S04,57
2022-08-24,S04,52
2022-08-25,S04,74
2022-08-26,S04,63
2022-08-27,S04,80
2022-08-28,S04,31
2022-08-29,S04,51
2022-08-30,S04,54
2022-08-31,S04,62
2022-09-01,S04,52
2022-09-02,S04,81
2022-09-03,S04,113
2022-09-04,S04,34
2022-09-05,S04,43
2022-09-06,S04,46
2022-09-07,S04,79
2022-09-08,S04,49
2022-09-09,S04,64
2022-09-10,S04,121
2022-09-11,S04,43
2022-09-12,S04,59
2022-09-13,S04,58
2022-09-14,S04,72
2022-09-15,S04,48
2022-09-16,S04,70
2022-09-17,S04,100
2022-09-18,S04,38
2022-09-19,S04,57
2022-09-20,S04,53
2022-09-21,S04,69
2022-09-22,S04,58
2022-09-23,S04,48
2022-09-24,S04,75
2022-09-25,S04,39
2022-09-26,S04,47
2022-09-27,S04,55
2022-09-28,S04,50
2022-09-29,S04,42
2022-09-30,S04,79
2022-10-01,S04,106
2022-10-02,S04,39
2022-10-03,S04,34
2022-10-04,S04,55
2022-10-05,S04,84
2022-10-06,S04,59
2022-10-07,S04,71
2022-10-08,S04,62
2022-10-09,S04,38
2022-10-10,S04,70
2022-10-11,S04,56
2022-10-12,S04,51
2022-10-13,S04,51
2022-10-14,S04,68
2022-10-15,S04,102
2022-10-16,S04,41
2022-10-17,S04,45
2022-10-18,S04,39
2022-10-19,S04,62
2022-10-20,S04,54
2022-10-21,S04,53
2022-10-22,S04,82
2022-10-23,S04,38
2022-10-24,S04,35
2022-10-25,S04,62
2022-10-26,S04,77
2022-10-27,S04,41
2022-10-28,S04,59
2022-10-29,S04,83
2022-10-30,S04,28
2022-10-31,S04,53
2022-11-01,S04,34
2022-11-02,S04,86
2022-11-03,S04,65
2022-11-04,S04,47
2022-11-05,S04,91
2022-11-06,S04,38
2022-11-07,S04,51
2022-11-08,S04,43
2022-11-09,S04,71
2022-11-10,S04,63
2022-11-11,S04,43
2022-11-12,S04,85
2022-11-13,S04,29
2022-11-14,S04,50
2022-11-15,S04,55
2022-11-16,S04,59
2022-11-17,S04,47
2022-11-18,S04,45
2022-11-19,S04,77
2022-11-20,S04,34
2022-11-21,S04,36
2022-11-22,S04,66
2022-11-23,S04,75
2022-11-24,S04,71
2022-11-25,S04,56
2022-11-26,S04,133
2022-11-27,S04,41
2022-11-28,S04,45
2022-11-29,S04,71
2022-11-30,S04,66
2022-12-01,S04,54
2022-12-02,S04,80
2022-12-03,S04,94
2022-12-04,S04,32
2022-12-05,S04,50
2022-12-06,S04,59
2022-12-07,S04,90
2022-12-08,S04,67
2022-12-09,S04,78
2022-12-10,S04,119
2022-12-11,S04,28
2022-12-12,S04,63
2022-12-13,S04,73
2022-12-14,S04,97
2022-12-15,S04,71
2022-12-16,S04,95
2022-12-17,S04,129
2022-12-18,S04,51
2022-12-19,S04,73
2022-12-20,S04,72
2022-12-21,S04,94
2022-12-22,S04,63
2022-12-23,S04,87
2022-12-24,S04,159
2022-12-25,S04,0
2022-12-26,S04,56
2022-12-27,S04,56
2022-12-28,S04,70
2022-12-29,S04,60
2022-12-30,S04,51
2022-12-31,S04,87
2023-01-01,S04,0
2023-01-02,S04,55
2023-01-03,S04,64
2023-01-04,S04,73
2023-01-05,S04,53
2023-01-06,S04,73
2023-01-07,S04,97
2023-01-08,S04,25
2023-01-09,S04,36
2023-01-10,S04,65
2023-01-11,S04,71
2023-01-12,S04,55
2023-01-13,S04,41
2023-01-14,S04,85
2023-01-15,S04,33
2023-01-16,S04,43
2023-01-17,S04,47
2023-01-18,S04,69
2023-01-19,S04,59
2023-01-20,S04,45
2023-01-21,S04,112
2023-01-22,S04,37
2023-01-23,S04,45
2023-01-24,S04,45
2023-01-25,S04,68
2023-01-26,S04,53
2023-01-27,S04,80
2023-01-28,S04,96
2023-01-29,S04,29
2023-01-30,S04,42
2023-01-31,S04,71
2023-02-01,S04,64
2023-02-02,S04,54
2023-02-03,S04,76
2023-02-04,S04,83
2023-02-05,S04,36
2023-02-06,S04,39
2023-02-07,S04,48
2023-02-08,S04,70
2023-02-09,S04,41
2023-02-10,S04,56
2023-02-11,S04,67
2023-02-12,S04,40
2023-02-13,S04,61
2023-02-14,S04,54
2023-02-15,S04,61
2023-02-16,S04,55
2023-02-17,S04,63
2023-02-18,S04,88
2023-02-19,S04,31
2023-02-20,S04,37
2023-02-21,S04,51
2023-02-22,S04,73
2023-02-23,S04,52
2023-02-24,S04,49
2023-02-25,S04,77
2023-02-26,S04,31
2023-02-27,S04,39
2023-02-28,S04,44
2023-03-01,S04,81
2023-03-02,S04,48
2023-03-03,S04,63
2023-03-04,S04,97
2023-03-05,S04,27
2023-03-06,S04,57
2023-03-07,S04,69
2023-03-08,S04,49
2023-03-09,S04,46
2023-03-10,S04,63
2023-03-11,S04,99
2023-03-12,S04,29
2023-03-13,S04,34
2023-03-14,S04,58
2023-03-15,S04,69
2023-03-16,S04,56
2023-03-17,S04,79
2023-03-18,S04,88
2023-03-19,S04,36
2023-03-20,S04,65
2023-03-21,S04,64
2023-03-22,S04,58
2023-03-23,S04,64
2023-03-24,S04,67
2023-03-25,S04,93
2023-03-26,S04,46
2023-03-27,S04,65
2023-03-28,S04,48
2023-03-29,S04,59
2023-03-30,S04,52
2023-03-31,S04,62
2023-04-01,S04,77
2023-04-02,S04,43
2023-04-03,S04,64
2023-04-04,S04,53
2023-04-05,S04,58
2023-04-06,S04,54
2023-04-07,S04,81
2023-04-08,S04,105
2023-04-09,S04,41
2023-04-10,S04,45
2023-04-11,S04,68
2023-04-12,S04,79
2023-04-13,S04,40
2023-04-14,S04,49
2023-04-15,S04,85
2023-04-16,S04,35
2023-04-17,S04,50
2023-04-18,S04,42
2023-04-19,S04,66
2023-04-20,S04,63
2023-04-21,S04,61
2023-04-22,S04,87
2023-04-23,S04,38
2023-04-24,S04,39
2023-04-25,S04,49
2023-04-26,S04,58
2023-04-27,S04,55
2023-04-28,S04,65
2023-04-29,S04,93
2023-04-30,S04,26
2023-05-01,S04,0
2023-05-02,S04,77
2023-05-03,S04,61
2023-05-04,S04,53
2023-05-05,S04,85
2023-05-06,S04,92
2023-05-07,S04,42
2023-05-08,S04,19
2023-05-09,S04,57
2023-05-10,S04,43
2023-05-11,S04,76
2023-05-12,S04,57
2023-05-13,S04,77
2023-05-14,S04,33
2023-05-15,S04,45
2023-05-16,S04,69
2023-05-17,S04,83
2023-05-18,S04,39
2023-05-19,S04,85
2023-05-20,S04,71
2023-05-21,S04,49
2023-05-22,S04,63
2023-05-23,S04,55
2023-05-24,S04,52
2023-05-25,S04,66
2023-05-26,S04,84
2023-05-27,S04,78
2023-05-28,S04,36
2023-05-29,S04,42
2023-05-30,S04,67
2023-05-31,S04,43
2023-06-01,S04,44
2023-06-02,S04,74
2023-06-03,S04,93
2023-06-04,S04,22
2023-06-05,S04,78
2023-06-06,S04,45
2023-06-07,S04,84
2023-06-08,S04,83
2023-06-09,S04,60
2023-06-10,S04,93
2023-06-11,S04,46
2023-06-12,S04,55
2023-06-13,S04,45
2023-06-14,S04,50
2023-06-15,S04,60
2023-06-16,S04,72
2023-06-17,S04,85
2023-06-18,S04,28
2023-06-19,S04,53
2023-06-20,S04,36
2023-06-21,S04,80
2023-06-22,S04,33
2023-06-23,S04,62
2023-06-24,S04,88
2023-06-25,S04,29
2023-06-26,S04,35
2023-06-27,S04,42
2023-06-28,S04,77
2023-06-29,S04,66
2023-06-30,S04,65
2023-07-01,S04,108
2023-07-02,S04,32
2023-07-03,S04,80
2023-07-04,S04,60
2023-07-05,S04,61
2023-07-06,S04,42
2023-07-07,S04,53
2023-07-08,S04,85
2023-07-09,S04,41
2023-07-10,S04,58
2023-07-11,S04,55
2023-07-12,S04,74
2023-07-13,S04,60
2023-07-14,S04,53
2023-07-15,S04,77
2023-07-16,S04,41
2023-07-17,S04,52
2023-07-18,S04,66
2023-07-19,S04,66
2023-07-20,S04,74
2023-07-21,S04,63
2023-07-22,S04,109
2023-07-23,S04,28
2023-07-24,S04,52
2023-07-25,S04,59
2023-07-26,S04,69
2023-07-27,S04,50
2023-07-28,S04,65
2023-07-29,S04,90
2023-07-30,S04,30
2023-07-31,S04,63
2023-08-01,S04,54
2023-08-02,S04,61
2023-08-03,S04,55
2023-08-04,S04,76
2023-08-05,S04,73
2023-08-06,S04,32
2023-08-07,S04,55
2023-08-08,S04,49
2023-08-09,S04,81
2023-08-10,S04,65
2023-08-11,S04,68
2023-08-12,S04,84
2023-08-13,S04,29
2023-08-14,S04,58
2023-08-15,S04,27
2023-08-16,S04,67
2023-08-17,S04,71
2023-08-18,S04,51
2023-08-19,S04,73
2023-08-20,S04,22
2023-08-21,S04,38
2023-08-22,S04,32
2023-08-23,S04,40
2023-08-24,S04,36
2023-08-25,S04,54
2023-08-26,S04,102
2023-08-27,S04,32
2023-08-28,S04,46
2023-08-29,S04,57
2023-08-30,S04,68
2023-08-31,S04,58
2023-09-01,S04,81
2023-09-02,S04,113
2023-09-03,S04,42
2023-09-04,S04,36
2023-09-05,S04,45
2023-09-06,S04,60
2023-09-07,S04,52
2023-09-08,S04,86
2023-09-09,S04,88
2023-09-10,S04,40
2023-09-11,S04,66
2023-09-12,S04,49
2023-09-13,S04,91
2023-09-14,S04,67
2023-09-15,S04,54
2023-09-16,S04,87
2023-09-17,S04,36
2023-09-18,S04,62
2023-09-19,S04,66
2023-09-20,S04,60
2023-09-21,S04,60
2023-09-22,S04,59
2023-09-23,S04,77
2023-09-24,S04,29
2023-09-25,S04,51
2023-09-26,S04,44
2023-09-27,S04,53
2023-09-28,S04,55
2023-09-29,S04,69
2023-09-30,S04,86
2023-10-01,S04,38
2023-10-02,S04,59
2023-10-03,S04,62
2023-10-04,S04,66
2023-10-05,S04,52
2023-10-06,S04,54
2023-10-07,S04,79
2023-10-08,S04,32
2023-10-09,S04,55
2023-10-10,S04,60
2023-10-11,S04,59
2023-10-12,S04,62
2023-10-13,S04,42
2023-10-14,S04,104
2023-10-15,S04,30
2023-10-16,S04,74
2023-10-17,S04,55
2023-10-18,S04,74
2023-10-19,S04,45
2023-10-20,S04,48
2023-10-21,S04,83
2023-10-22,S04,42
2023-10-23,S04,46
2023-10-24,S04,59
2023-10-25,S04,62
2023-10-26,S04,39
2023-10-27,S04,53
2023-10-28,S04,96
2023-10-29,S04,41
2023-10-30,S04,61
2023-10-31,S04,57
2023-11-01,S04,64
2023-11-02,S04,54
2023-11-03,S04,64
2023-11-04,S04,95
2023-11-05,S04,46
2023-11-06,S04,45
2023-11-07,S04,67
2023-11-08,S04,74
2023-11-09,S04,57
2023-11-10,S04,72
2023-11-11,S04,59
2023-11-12,S04,32
2023-11-13,S04,62
2023-11-14,S04,45
2023-11-15,S04,71
2023-11-16,S04,44
2023-11-17,S04,64
2023-11-18,S04,94
2023-11-19,S04,33
2023-11-20,S04,41
2023-11-21,S04,42
2023-11-22,S04,96
2023-11-23,S04,66
2023-11-24,S04,64
2023-11-25,S04,85
2023-11-26,S04,42
2023-11-27,S04,48
2023-11-28,S04,64
2023-11-29,S04,98
2023-11-30,S04,59
2023-12-01,S04,65
2023-12-02,S04,121
2023-12-03,S04,40
2023-12-04,S04,71
2023-12-05,S04,63
2023-12-06,S04,49
2023-12-07,S04,74
2023-12-08,S04,61
2023-12-09,S04,84
2023-12-10,S04,43
2023-12-11,S04,73
2023-12-12,S04,76
2023-12-13,S04,88
2023-12-14,S04,51
2023-12-15,S04,62
2023-12-16,S04,172
2023-12-17,S04,52
2023-12-18,S04,57
2023-12-19,S04,73
2023-12-20,S04,85
2023-12-21,S04,59
2023-12-22,S04,94
2023-12-23,S04,120
2023-12-24,S04,62
2023-12-25,S04,0
2023-12-26,S04,31
2023-12-27,S04,67
2023-12-28,S04,47
2023-12-29,S04,76
2023-12-30,S04,102
2023-12-31,S04,33
2024-01-01,S04,0
2024-01-02,S04,54
2024-01-03,S04,62
2024-01-04,S04,56
2024-01-05,S04,52
2024-01-06,S04,71
2024-01-07,S04,34
2024-01-08,S04,74
2024-01-09,S04,49
2024-01-10,S04,81
2024-01-11,S04,54
2024-01-12,S04,58
2024-01-13,S04,153
2024-01-14,S04,34
2024-01-15,S04,49
2024-01-16,S04,41
2024-01-17,S04,61
2024-01-18,S04,49
2024-01-19,S04,66
2024-01-20,S04,81
2024-01-21,S04,40
2024-01-22,S04,45
2024-01-23,S04,44
2024-01-24,S04,60
2024-01-25,S04,69
2024-01-26,S04,66
2024-01-27,S04,102
2024-01-28,S04,40
2024-01-29,S04,53
2024-01-30,S04,54
2024-01-31,S04,67
2024-02-01,S04,66
2024-02-02,S04,71
2024-02-03,S04,92
2024-02-04,S04,23
2024-02-05,S04,59
2024-02-06,S04,63
2024-02-07,S04,66
2024-02-08,S04,58
2024-02-09,S04,63
2024-02-10,S04,60
2024-02-11,S04,39
2024-02-12,S04,65
2024-02-13,S04,69
2024-02-14,S04,82
2024-02-15,S04,46
2024-02-16,S04,51
2024-02-17,S04,82
2024-02-18,S04,29
2024-02-19,S04,51
2024-02-20,S04,52
2024-02-21,S04,82
2024-02-22,S04,48
2024-02-23,S04,53
2024-02-24,S04,79
2024-02-25,S04,35
2024-02-26,S04,38
2024-02-27,S04,59
2024-02-28,S04,81
2024-02-29,S04,41
2024-03-01,S04,73
2024-03-02,S04,110
2024-03-03,S04,28
2024-03-04,S04,49
2024-03-05,S04,46
2024-03-06,S04,69
2024-03-07,S04,54
2024-03-08,S04,76
2024-03-09,S04,105
2024-03-10,S04,36
2024-03-11,S04,49
2024-03-12,S04,43
2024-03-13,S04,57
2024-03-14,S04,63
2024-03-15,S04,72
2024-03-16,S04,114
2024-03-17,S04,29
2024-03-18,S04,54
2024-03-19,S04,66
2024-03-20,S04,68
2024-03-21,S04,45
2024-03-22,S04,72
2024-03-23,S04,78
2024-03-24,S04,27
2024-03-25,S04,45
2024-03-26,S04,54
2024-03-27,S04,83
2024-03-28,S04,54
2024-03-29,S04,48
2024-03-30,S04,82
2024-03-31,S04,34
2024-04-01,S04,34
2024-04-02,S04,56
2024-04-03,S04,94
2024-04-04,S04,59
2024-04-05,S04,74
2024-04-06,S04,131
2024-04-07,S04,28
2024-04-08,S04,48
2024-04-09,S04,53
2024-04-10,S04,64
2024-04-11,S04,57
2024-04-12,S04,85
2024-04-13,S04,85
2024-04-14,S04,27
2024-04-15,S04,47
2024-04-16,S04,48
2024-04-17,S04,72
2024-04-18,S04,71
2024-04-19,S04,53
2024-04-20,S04,72
2024-04-21,S04,41
2024-04-22,S04,65
2024-04-23,S04,46
2024-04-24,S04,68
2024-04-25,S04,57
2024-04-26,S04,68
2024-04-27,S04,90
2024-04-28,S04,26
2024-04-29,S04,44
2024-04-30,S04,60
2024-05-01,S04,0
2024-05-02,S04,42
2024-05-03,S04,62
2024-05-04,S04,73
2024-05-05,S04,31
2024-05-06,S04,47
2024-05-07,S04,65
2024-05-08,S04,53
2024-05-09,S04,48
2024-05-10,S04,79
2024-05-11,S04,89
2024-05-12,S04,40
2024-05-13,S04,66
2024-05-14,S04,45
2024-05-15,S04,75
2024-05-16,S04,52
2024-05-17,S04,59
2024-05-18,S04,106
2024-05-19,S04,44
2024-05-20,S04,38
2024-05-21,S04,51
2024-05-22,S04,66
2024-05-23,S04,57
2024-05-24,S04,73
2024-05-25,S04,114
2024-05-26,S04,43
2024-05-27,S04,55
2024-05-28,S04,59
2024-05-29,S04,65
2024-05-30,S04,45
2024-05-31,S04,69
2024-06-01,S04,105
2024-06-02,S04,40
2024-06-03,S04,45
2024-06-04,S04,59
2024-06-05,S04,67
2024-06-06,S04,53
2024-06-07,S04,74
2024-06-08,S04,78
2024-06-09,S04,37
2024-06-10,S04,44
2024-06-11,S04,43
2024-06-12,S04,62
